WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,IDA_NAME,WORK_DESCRIPTION,MP_NAME,FLAG,CONSTITUENCY_ID,LETTER_NO,ACTUAL_AMOUNT,Sno,CONSTITUENCY,ACTUAL_END_DATE,WORK_RECOMMENDATION_DTL_ID,WORK_ID,AVERAGE_RATING,FILE_STATUS,ATTACH_ID,Total_Amt
Normal/Others,WS/MP18155/2024-2025/141708-Construction of community centers and community halls,Punjab,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),"Construction of SC Dharmshala
",DR. RAJ KUMAR CHABBEWAL,3,324,LN/MP18155/2024-2025/4,100000.0,3100,HOSHIARPUR(SC),10-Nov-2025,141708,88500,0.0,,,
Normal/Others,WS/MP18377/2024-2025/152277-Street lights,Uttar Pradesh,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),NAWABGANJ - BHADPURA BLOCK KE 39 GRAM ME STREET LIGHTS ,CHHATRA PAL SINGH GANGWAR,3,471,LN/MP18377/2024-2025/1,854043.0,3101,BAREILLY,13-Sep-2025,152277,88512,0.0,,,
Normal/Others,WS/MP18377/2024-2025/152273-Street lights,Uttar Pradesh,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),NAWABGANJ - BHADPURA BLOCK KE 39 GRAM ME STREET LIGHTS ,CHHATRA PAL SINGH GANGWAR,3,471,LN/MP18377/2024-2025/1,1024418.0,3102,BAREILLY,13-Sep-2025,152273,88514,0.0,,,
Normal/Others,WS/MP18377/2024-2025/152278-Street lights,Uttar Pradesh,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),NAWABGANJ - BHADPURA BLOCK KE 39 GRAM ME STREET LIGHTS ,CHHATRA PAL SINGH GANGWAR,3,471,LN/MP18377/2024-2025/1,1024418.0,3103,BAREILLY,13-Sep-2025,152278,88515,0.0,,,
Normal/Others,WS/MP18101/2024-2025/163122-Construction of rooms and halls in school and colleges,Madhya Pradesh,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),ABDULLAH WARD HINDORIYA KE SARASWATI SISHU MANDIR ME ATIRIKT KACHAY NIRMAN ,RAHUL SINGH LODHI,3,235,LN/MP18101/2024-2025/59,500000.0,3104,DAMOH,28-Jul-2025,163122,88517,0.0,True,1546730,
Normal/Others,"WS/MP18324/2024-2025/151483-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),Work on block paving road in Nanudi village,BHARATBHAI MANUBHAI SUTARIYA,3,112,LN/MP18324/2024-2025/21,300000.0,3105,AMRELI,31-Jul-2025,151483,88521,0.0,,,
Normal/Others,WS/MP18328/2024-2025/144156-Development of public parks,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),"Development of public parks, Cunstruction of  Fencing, Boundary wall, Protection wall Mela Ground Khyod, In GP Bassa.
Work Executive Agency- BDO Gohar.",Kangana Ranaut,3,146,LN/MP18328/2024-2025/3,1500000.0,3106,MANDI,18-Aug-2026,144156,88546,0.0,True,2379780,
Normal/Others,WS/MP18152/2024-2025/159270-Purchase of hospital equipment,Punjab,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),"Purchase of hospital equipments(OT Table Hydraulic, washing Machine with Dryer, Scrubbing Machine, Multipara Monitor and Defibrillator etc.) in Civil Hospital.",SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/16,400000.0,3107,FARIDKOT(SC),17-Mar-2025,159270,88554,0.0,True,1222891,
Repair and Renovation,WS/MP823/2024-2025/139026-Construction of stadiums,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Repair Fencing work at Harichand Guruchand Stadium at Betai-2 GP under Tehatta-1 Block.,Ms Mahua Moitra,3,509,LN/MP823/2024-2025/13,399994.0,3108,KRISHNANAGAR,20-Jan-2026,139026,88569,0.0,True,1937880,
Normal/Others,WS/MP18032/2024-2025/137010-Installing tube-wells and borewells,Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),N/A,SUDHAKAR SINGH,3,80,LN/MP18032/2024-2025/17,183187.0,3109,BUXAR,17-Feb-2025,137010,88572,0.0,,,
Normal/Others,WS/MP672/2024-2025/172547-Construction of footpaths and pedestrian ways,Maharashtra,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),"Installation of I-Block near Rehamania Masjid, Ramai Nagar, Nagpur.",Nitin Jairam Gadkari,3,250,LN/MP672/2024-2025/62,955761.0,3110,NAGPUR,17-Feb-2025,172547,88576,0.0,True,1133324,
Normal/Others,WS/MP18138/2024-2025/143306-Construction of common work sheds/ common covered sitting area,Mizoram,KOLASIB(Deputy Commissioner Kolasib),Construction of road side market,RICHARD VANLALHMANGAIHA,3,297,LN/MP18138/2024-2025/1,500000.0,3111,MIZORAM (ST),15-Feb-2026,143306,88587,0.0,True,2012745,
Normal/Others,WS/MP638/2024-2025/152570-Construction of buildings for community cultural activities,Madhya Pradesh,CHHATARPUR(District Collector Chhatarpur_IDA),Saansad Utsav Dham,Virendra Kumar,3,219,LN/MP638/2024-2025/280,1200000.0,3112,TIKAMGARH(SC),30-Dec-2025,152570,88592,0.0,True,1881595,
Normal/Others,"WS/MP18339/2024-2025/142006-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GONDA(DISTRICT MAGISTRATE GONDA_IDA),Sr.No. 11 Interlocking work of 200 meters length from Lavkush Mishra's shop to Chandhri Maurya's house.,KARAN BHUSHAN SINGH,3,439,LN/MP18339/2024-2025/3,1039280.0,3113,KAISERGANJ,13-May-2026,142006,88637,0.0,True,2186610,
Normal/Others,"WS/MP18144/2024-2025/141598-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Construction of CC road from Bada kenduguda to tandipada School road.,MALVIKA DEVI,3,307,LN/MP18144/2024-2025/12,200000.0,3114,KALAHANDI,04-Nov-2025,141598,88638,0.0,,,
Normal/Others,"WS/MP18339/2024-2025/142005-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GONDA(DISTRICT MAGISTRATE GONDA_IDA),Sr.No. 10 Interlocking work of 400 m length from Pradhan Mantri Paraspatti Bahadurpur road to Shankar Bhagwan's place.,KARAN BHUSHAN SINGH,3,439,LN/MP18339/2024-2025/3,2076709.0,3115,KAISERGANJ,13-May-2026,142005,88639,0.0,True,2186393,
Normal/Others,"WS/MP18144/2024-2025/141599-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Construction of CC road from old school to Bag Pada nadi Bridge road.,MALVIKA DEVI,3,307,LN/MP18144/2024-2025/12,200000.0,3116,KALAHANDI,04-Nov-2025,141599,88640,0.0,,,
Normal/Others,"WS/MP18339/2024-2025/142004-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GONDA(DISTRICT MAGISTRATE GONDA_IDA),Sr.No. 09 Interlocking work of 135 meters length from PWD main road to Khedu Kori's house in Gram Sabha Sidhauti.,KARAN BHUSHAN SINGH,3,439,LN/MP18339/2024-2025/3,703853.0,3117,KAISERGANJ,13-May-2026,142004,88641,0.0,True,2186639,
Normal/Others,"WS/MP18144/2024-2025/141593-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Construction of Road from Khaliabhata to Chancharapada Adarsh Vidyalaya.,MALVIKA DEVI,3,307,LN/MP18144/2024-2025/12,400000.0,3118,KALAHANDI,04-Nov-2025,141593,88642,0.0,,,
Normal/Others,WS/MP643/2024-2025/146415-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),shed nirman at gram devlamafi at ward num 10,Gyaneshwar Patil,3,222,LN/MP643/2024-2025/121,300000.0,3119,KHANDWA,10-Feb-2026,146415,88644,0.0,True,2000349,
Normal/Others,WS/MP18023/2024-2025/147014-Construction of community centers and community halls,Assam,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction of community hall at Tharka Bazar near kalimandir , Joyramkhusi",BIJULI KALITA MEDHI,3,43,LN/MP18023/2024-2025/36,350000.0,3120,GUWAHATI,27-Apr-2026,147014,88645,0.0,,,
Normal/Others,"WS/MP18144/2024-2025/141591-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Construction of CC Road from Banjipada road to PWD road.,MALVIKA DEVI,3,307,LN/MP18144/2024-2025/12,400000.0,3121,KALAHANDI,07-Nov-2025,141591,88646,0.0,,,
Normal/Others,"WS/MP18065/2024-2025/159332-Construction of roads, link roads, pathways or any other road with or without drainage system",Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),Cosnt. of IPB Street H/o Sombir to H/o Jassi Pandit,DEEPENDER SINGH HOODA,3,142,LN/MP18065/2024-2025/13,194056.0,3122,ROHTAK,17-Jul-2025,159332,88731,0.0,True,1512411,
Normal/Others,WS/MP18041/2024-2025/143095-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light ramnagar chauk ke pas aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/5,850000.0,3123,PURNEA,18-Feb-2025,143095,88737,0.0,,,
Normal/Others,"WS/MP18043/2024-2025/140503-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahadalit tola me shanbhu ram ke ghar se suraj ram ke ghar hote hue kaudi gadn tak pcc nirman kary length 600 feet,MANOJ KUMAR,3,58,LN/MP18043/2024-2025/10,1042258.0,3124,SASARAM(SC),21-May-2025,140503,88748,0.0,True,1381497,
Normal/Others,WS/MP18019/2024-2025/137598-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Lt. Thangsing Tisso, Mohendijua",AMARSING TISSO,3,35,LN/MP18019/2024-2025/3,399862.0,3125,Diphu (ST),11-Dec-2025,137598,88750,0.0,,,
Normal/Others,WS/MP18041/2024-2025/143094-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light K.P. Market chauk ke pas aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/5,850000.0,3126,PURNEA,18-Feb-2025,143094,88754,0.0,,,
Normal/Others,WS/MP18041/2024-2025/142800-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light renu udhan (line bajar) me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/4,850000.0,3127,PURNEA,18-Feb-2025,142800,88755,0.0,,,
Normal/Others,WS/MP18041/2024-2025/142795-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),"16 miter unchai wale L.E.D. (150*8) high mask light DRC bhawan ke samne aek adad
 adhisthapit karne ki anusansha ki jati hai",RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/4,850000.0,3128,PURNEA,18-Feb-2025,142795,88758,0.0,,,
Normal/Others,WS/MP18041/2024-2025/142733-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light maranga chauk bypass aek adad  adhisthapit karne ki anusansha ki jati hai ,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/3,850000.0,3129,PURNEA,18-Feb-2025,142733,88759,0.0,,,
Normal/Others,WS/MP18041/2024-2025/142797-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light samharnalay parishar me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/4,850000.0,3130,PURNEA,18-Feb-2025,142797,88761,0.0,,,
Normal/Others,WS/MP18041/2024-2025/142796-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),"16 miter unchai wale L.E.D. (150*8) high mask light domrahi income tax office ke samne
 aek adad adhisthapit karne ki anusansha ki jati hai",RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/4,850000.0,3131,PURNEA,18-Feb-2025,142796,88763,0.0,,,
Normal/Others,WS/MP18041/2024-2025/143093-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light maranga durga mandir ke bagal me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/5,850000.0,3132,PURNEA,18-Feb-2025,143093,88764,0.0,,,
Normal/Others,WS/MP18041/2024-2025/143092-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light ufrail sharma tola me kumud yadav ke ghar ke samne aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/5,850000.0,3133,PURNEA,18-Feb-2025,143092,88765,0.0,,,
Normal/Others,WS/MP18041/2024-2025/143091-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light ufrail gaon me shree krishn mandir ke pas aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/5,850000.0,3134,PURNEA,18-Feb-2025,143091,88766,0.0,,,
Normal/Others,WS/MP18019/2024-2025/137600-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Sri Rajen Kro, PWD Colony, Diphu",AMARSING TISSO,3,35,LN/MP18019/2024-2025/4,399862.0,3135,Diphu (ST),11-Dec-2025,137600,88767,0.0,,,
Normal/Others,WS/MP18041/2024-2025/143126-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light maranga oli tola me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/6,850000.0,3136,PURNEA,18-Feb-2025,143126,88769,0.0,,,
Normal/Others,WS/MP552/2024-2025/157007-Purchase of furniture and fixtures for educational purposes,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),"1.	Office Table MONARCH  SIZE 7 X 4 = 2 Piece
2.	Office Table MONARCH  SIZE 14 X 4 = 1 Piece   
3.	Office Table MONARCH SIZE 14 X 6 = 1 Piece 
4.	Office Table MONARCH  SIZE 4 X 3 = 2 Piece
",Radha Mohan Singh,3,55,LN/MP552/2024-2025/45,174100.0,3137,PURVI CHAMPARAN,19-Dec-2025,157007,88772,0.0,,,
Normal/Others,WS/MP552/2024-2025/157006-Purchase of furniture and fixtures for educational purposes,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),"SOFA -BLACK LEATHER –SKU-MIBL117401S -12 Piece
SOFA -BLACK LEATHER –SKU-MIBL117603S – 6 Piece 

",Radha Mohan Singh,3,55,LN/MP552/2024-2025/44,315000.0,3138,PURVI CHAMPARAN,08-May-2025,157006,88773,0.0,,,
Normal/Others,WS/MP654/2024-2025/173848-Construction of culverts and bridges,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Construction work of culvert below Thakur Baba on village Bijaha Tola to Pakariha road. Implementing Agency - Gram Panchayat,Smt Himadri Singh,3,221,LN/MP654/2024-2025/43,998500.0,3139,SHAHDOL (ST),04-Jul-2025,173848,88774,0.0,,,
Normal/Others,"WS/MP18019/2024-2025/153304-Construction of roads, link roads, pathways or any other road with or without drainage system",Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of Retaining wall of road near Dhonsing Terang village, Longnit",AMARSING TISSO,3,35,LN/MP18019/2024-2025/12,1999516.0,3140,Diphu (ST),11-Dec-2025,153304,88775,0.0,,,
Normal/Others,WS/MP18041/2024-2025/143129-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),16 miter unchai wale L.E.D. (150*8) high mask light marnga bind toli me aek adad adhisthapit karne ki anusansha ki jati hai,RAJESH RANJAN ALIAS PAPPU YADAV,3,57,LN/MP18041/2024-2025/6,850000.0,3141,PURNEA,18-Feb-2025,143129,88776,0.0,,,
Normal/Others,WS/MP552/2024-2025/156758-Purchase of furniture and fixtures for educational purposes,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),PERFECT DELUX CHAIR -200 Piece ,Radha Mohan Singh,3,55,LN/MP552/2024-2025/42,735000.0,3142,PURVI CHAMPARAN,08-May-2025,156758,88777,0.0,,,
Normal/Others,WS/MP18019/2024-2025/137599-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Sri Dosarath Tisso, Rongnihang",AMARSING TISSO,3,35,LN/MP18019/2024-2025/3,399862.0,3143,Diphu (ST),11-Dec-2025,137599,88780,0.0,,,
Normal/Others,WS/MP18178/2024-2025/174397-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Kallakurichi Govt Boys Higher Sec School (50 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/16,1044300.0,3144,KALLAKURICHI,18-Feb-2025,174397,88782,0.0,,,
Normal/Others,WS/MP18178/2024-2025/174398-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Kallakurichi Govt Girls Higher Sec School (50 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/17,1044300.0,3145,KALLAKURICHI,18-Feb-2025,174398,88784,0.0,,,
Normal/Others,WS/MP18178/2024-2025/174399-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of Bench and Desk to Pukkiravari Govt High School (30 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/18,626580.0,3146,KALLAKURICHI,18-Feb-2025,174399,88785,0.0,,,
Normal/Others,WS/MP18178/2024-2025/174400-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Thagamtheerthapuram Govt High School (36 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/19,751896.0,3147,KALLAKURICHI,18-Feb-2025,174400,88809,0.0,,,
Normal/Others,WS/MP18178/2024-2025/174384-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Manalurpet Govt Girls Higher Sec School (50 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/5,1044300.0,3148,KALLAKURICHI,18-Feb-2025,174384,88818,0.0,True,1138205,
Normal/Others,WS/MP524/2024-2025/151569-Installing tube-wells and borewells,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Providing Borewell at Seelayyagaripalli (V), Cherukuvaripalli (G.P)",Midhun Reddy,3,26,LN/MP524/2024-2025/461,171347.0,3149,RAJAMPET,18-Feb-2025,151569,88830,0.0,True,1138199,
Normal/Others,WS/MP584/2024-2025/136565-Construction of common work sheds/ common covered sitting area,Gujarat,KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),Anjar talukana jaroo gaame  Ahir vistar samaj karigar commen work shed ,Vinod Chavda,3,127,LN/MP584/2024-2025/212,500000.0,3150,KACHCHH(SC),18-Feb-2025,136565,88832,0.0,True,1138260,
Normal/Others,WS/MP18178/2024-2025/174383-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Manalurpet Govt Boys Higher Sec School (150 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/4,3132900.0,3151,KALLAKURICHI,18-Feb-2025,174383,88844,0.0,True,1138333,
Normal/Others,WS/MP18178/2024-2025/174364-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Rishivandhiyan Govt High School (100 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/1,2088600.0,3152,KALLAKURICHI,18-Feb-2025,174364,88849,0.0,True,1138430,
Normal/Others,WS/MP18178/2024-2025/174366-Purchase of furniture and fixtures for educational purposes,Tamil Nadu,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Sithal Govt Model Higher Sec School (70 set),MALAIYARASAN D,3,374,LN/MP18178/2024-2025/2,1462020.0,3153,KALLAKURICHI,18-Feb-2025,174366,88854,0.0,True,1138465,
Normal/Others,WS/MP18225/2024-2025/143664-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),"Mata Prasad S/o Banshi Lal Yadav, Hakimpur ke Ghar ke samne Handpump",PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3154,KAUSHAMBI(SC),05-Feb-2026,143664,88857,0.0,True,1987008,
Normal/Others,WS/MP18225/2024-2025/143662-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Lakdu Pasi S/o Shyam Lal Address Gaurahar Dhamawan ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3155,KAUSHAMBI(SC),05-Feb-2026,143662,88858,0.0,True,1986863,
Normal/Others,WS/MP18225/2024-2025/143661-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Puttan S/o Ram Lakhan ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3156,KAUSHAMBI(SC),05-Feb-2026,143661,88860,0.0,True,1986851,
Normal/Others,WS/MP18225/2024-2025/143663-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Ram Singh S/o Ghure lal Pasi Address- Surji ka pura Dhamawa Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73913.0,3157,KAUSHAMBI(SC),13-Feb-2026,143663,88861,0.0,True,2010602,
Normal/Others,WS/MP18225/2024-2025/143671-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Jaswant Singh S/o Kedar Singh Yadav ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3158,KAUSHAMBI(SC),05-Feb-2026,143671,88862,0.0,True,1987193,
Normal/Others,WS/MP18225/2024-2025/143666-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),"Manish Yadav S/o Gyander Singh, Lotipar ke Ghar ke samne Handpump",PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73913.0,3159,KAUSHAMBI(SC),13-Feb-2026,143666,88863,0.0,True,2010662,
Normal/Others,WS/MP18225/2024-2025/143668-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Dayashankar Yadav S/o Ram Prasad Yadav ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3160,KAUSHAMBI(SC),05-Feb-2026,143668,88866,0.0,True,1987055,
Normal/Others,WS/MP18225/2024-2025/143670-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Gulab Yadav S/o Yashwant Yadav ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3161,KAUSHAMBI(SC),05-Feb-2026,143670,88867,0.0,True,1987057,
Normal/Others,WS/MP18225/2024-2025/143667-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),"Santosh Kumar Yadav S/o Ram Sumer, Godampar Rala ke Ghar ke samne Handpump",PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3162,KAUSHAMBI(SC),05-Feb-2026,143667,88869,0.0,True,1987037,
Normal/Others,WS/MP18225/2024-2025/143665-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Papu Yadav S/o Bachha Yadav ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3163,KAUSHAMBI(SC),05-Feb-2026,143665,88870,0.0,True,1987020,
Normal/Others,WS/MP650/2024-2025/153955-Installing tube-wells and borewells,Madhya Pradesh,INDORE(DISTRICT COLLECTOR INDORE_IDA),"Motor pump installation work with tube well mining for public use, including recharge pit, in New Palasia Back Side of Chhapan Dukan Ward 43 VS Indore-5
",Shankar Lalwani,3,225,LN/MP650/2024-2025/98,424527.0,3164,INDORE,24-Feb-2025,153955,88872,0.0,True,1154844,
Normal/Others,WS/MP18225/2024-2025/143669-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Mohit Yadav S/o Yashwant Yadav ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73926.0,3165,KAUSHAMBI(SC),13-Feb-2026,143669,88873,0.0,True,2008993,
Normal/Others,WS/MP18225/2024-2025/143676-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Virendra Pasi S/o Hari Pasi ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3166,KAUSHAMBI(SC),05-Feb-2026,143676,88875,0.0,True,1987272,
Normal/Others,WS/MP18225/2024-2025/143675-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),J P S/o Sardha Pasi ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3167,KAUSHAMBI(SC),05-Feb-2026,143675,88877,0.0,True,1987253,
Normal/Others,WS/MP18225/2024-2025/143677-Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Majid Ali S/o Sabair Ali ke Ghar ke samne Handpump,PUSHPENDRA SAROJ,3,466,LN/MP18225/2024-2025/1,73934.0,3168,KAUSHAMBI(SC),05-Feb-2026,143677,88879,0.0,True,1987283,
